id,joy,sadness,anger,fear,surprise
eng_test_track_a_02764,1,0,0,0,0
eng_test_track_a_02765,1,0,0,1,0
eng_test_track_a_02766,1,0,0,0,0
eng_test_track_a_02767,1,0,0,0,0
eng_test_track_c_00001,0,0,0,1,1
eng_test_track_c_00002,1,0,0,0,0
eng_test_track_c_00003,0,1,1,0,0
eng_test_track_c_00004,0,0,0,1,1
eng_test_track_c_00005,0,0,0,0,1
eng_test_track_c_00006,0,0,0,1,0
eng_test_track_c_00007,0,0,0,0,0
eng_test_track_c_00008,0,1,0,1,1
eng_test_track_c_00009,0,1,0,1,0
eng_test_track_c_00010,0,0,0,1,1
eng_test_track_c_00011,0,1,0,1,0
eng_test_track_c_00012,1,0,0,0,0
eng_test_track_c_00013,0,0,0,0,1
eng_test_track_c_00014,1,1,0,1,0
eng_test_track_c_00015,0,1,0,1,0
eng_test_track_c_00016,0,0,1,1,1
eng_test_track_c_00017,0,1,0,1,1
eng_test_track_c_00018,0,1,1,0,0
eng_test_track_c_00019,1,1,0,1,0
eng_test_track_c_00020,1,0,0,0,0
eng_test_track_c_00021,0,1,0,1,1
eng_test_track_c_00022,0,1,0,0,0
eng_test_track_c_00023,0,1,1,0,0
eng_test_track_c_00024,0,1,0,1,1
eng_test_track_c_00025,0,0,0,1,0
eng_test_track_c_00026,0,1,0,1,0
eng_test_track_c_00027,0,1,0,1,0
eng_test_track_c_00028,1,0,0,0,1
eng_test_track_c_00029,0,1,0,1,0
eng_test_track_c_00030,0,0,0,1,1
eng_test_track_c_00031,0,0,1,0,1
eng_test_track_c_00032,0,0,0,1,1
eng_test_track_c_00033,1,0,0,0,0
eng_test_track_c_00034,0,1,0,1,1
eng_test_track_c_00035,0,0,0,1,0
eng_test_track_c_00036,0,0,0,0,1
eng_test_track_c_00037,0,1,1,0,0
eng_test_track_c_00038,1,0,0,0,0
eng_test_track_c_00039,0,1,0,1,1
eng_test_track_c_00040,0,1,0,1,0
eng_test_track_c_00041,0,0,0,1,1
eng_test_track_c_00042,0,0,0,1,0
eng_test_track_c_00043,0,0,0,0,0
eng_test_track_c_00044,0,1,0,1,0
eng_test_track_c_00045,0,0,0,1,1
eng_test_track_c_00046,0,0,0,0,0
eng_test_track_c_00047,1,0,0,0,0
eng_test_track_c_00048,0,1,0,1,0
eng_test_track_c_00049,0,1,1,1,0
eng_test_track_c_00050,0,1,0,0,0
eng_test_track_c_00051,1,0,0,0,0
eng_test_track_c_00052,0,1,0,1,0
eng_test_track_c_00053,1,0,0,0,1
eng_test_track_c_00054,1,1,0,0,0
eng_test_track_c_00055,1,0,0,0,1
eng_test_track_c_00056,0,1,0,1,0
eng_test_track_c_00057,0,1,1,0,0
eng_test_track_c_00058,0,1,0,1,0
eng_test_track_c_00059,1,0,0,0,0
eng_test_track_c_00060,0,1,0,0,1
eng_test_track_c_00061,1,0,0,0,1
eng_test_track_c_00062,0,1,0,1,1
eng_test_track_c_00063,0,0,0,1,0
eng_test_track_c_00064,0,1,0,1,0
eng_test_track_c_00065,0,0,0,0,0
eng_test_track_c_00066,0,0,0,1,0
eng_test_track_c_00067,0,1,0,1,0
eng_test_track_c_00068,0,1,0,1,0
eng_test_track_c_00069,0,0,0,1,1
eng_test_track_c_00070,1,0,0,0,0
eng_test_track_c_00071,0,0,0,1,0
eng_test_track_c_00072,1,0,0,0,0
eng_test_track_c_00073,0,1,0,1,0
eng_test_track_c_00074,0,1,0,1,0
eng_test_track_c_00075,0,0,1,1,1
eng_test_track_c_00076,0,1,0,1,0
eng_test_track_c_00077,0,0,1,1,1
eng_test_track_c_00078,0,1,0,1,0
eng_test_track_c_00079,0,0,0,0,0
eng_test_track_c_00080,0,0,0,1,0
eng_test_track_c_00081,0,1,0,1,0
eng_test_track_c_00082,0,0,0,0,0
eng_test_track_c_00083,0,0,0,1,1
eng_test_track_c_00084,0,0,0,1,0
eng_test_track_c_00085,1,0,0,0,0
eng_test_track_c_00086,0,0,0,1,1
eng_test_track_c_00087,0,0,0,1,0
eng_test_track_c_00088,0,0,0,0,0
eng_test_track_c_00089,0,0,0,1,0
eng_test_track_c_00090,0,0,0,0,0
eng_test_track_c_00091,0,0,0,0,0
eng_test_track_c_00092,0,1,0,1,1
eng_test_track_c_00093,0,1,0,1,0
eng_test_track_c_00094,0,0,0,0,1
eng_test_track_c_00095,0,0,0,0,0
eng_test_track_c_00096,1,0,0,0,0
eng_test_track_c_00097,0,1,0,1,0
eng_test_track_c_00098,0,1,1,1,0
eng_test_track_c_00099,1,0,0,0,1
eng_test_track_c_00100,0,0,0,0,0
eng_test_track_c_00101,0,1,0,1,0
eng_test_track_c_00102,0,1,0,1,0
eng_test_track_c_00103,1,0,0,0,0
eng_test_track_c_00104,1,0,0,0,0
eng_test_track_c_00105,1,0,0,0,0
eng_test_track_c_00106,0,0,1,1,1
eng_test_track_c_00107,0,0,0,0,1
eng_test_track_c_00108,0,1,1,1,0
eng_test_track_c_00109,0,1,0,1,1
eng_test_track_c_00110,0,1,0,0,0
eng_test_track_c_00111,0,1,0,1,1
eng_test_track_c_00112,0,1,0,1,1
eng_test_track_c_00113,0,0,0,1,0
eng_test_track_c_00114,0,1,0,1,0
eng_test_track_c_00115,1,0,0,0,1
eng_test_track_c_00116,0,0,0,1,0
eng_test_track_c_00117,0,0,0,0,1
eng_test_track_c_00118,1,0,0,0,0
eng_test_track_c_00119,0,1,0,1,1
eng_test_track_c_00120,1,0,0,0,0
eng_test_track_c_00121,1,0,0,1,1
eng_test_track_c_00122,0,0,0,0,1
eng_test_track_c_00123,0,0,0,0,0
eng_test_track_c_00124,0,0,0,1,1
eng_test_track_c_00125,0,1,1,1,1
eng_test_track_c_00126,0,0,0,0,1
eng_test_track_c_00127,0,1,0,1,0
eng_test_track_c_00128,1,0,0,0,0
eng_test_track_c_00129,0,1,0,1,0
eng_test_track_c_00130,0,1,1,1,0
eng_test_track_c_00131,0,0,0,1,0
eng_test_track_c_00132,0,0,0,1,1
eng_test_track_c_00133,1,1,0,0,0
eng_test_track_c_00134,0,1,0,1,0
eng_test_track_c_00135,0,0,0,1,0
eng_test_track_c_00136,0,1,0,1,1
eng_test_track_c_00137,0,1,0,0,0
eng_test_track_c_00138,0,0,0,1,0
eng_test_track_c_00139,0,0,0,1,0
eng_test_track_c_00140,0,1,0,1,1
eng_test_track_c_00141,0,0,0,1,0
eng_test_track_c_00142,0,0,0,0,0
eng_test_track_c_00143,0,0,1,1,0
eng_test_track_c_00144,0,0,1,1,0
eng_test_track_c_00145,1,0,0,0,0
eng_test_track_c_00146,1,0,0,0,0
eng_test_track_c_00147,0,0,0,0,0
eng_test_track_c_00148,1,0,0,0,0
eng_test_track_c_00149,1,0,0,0,1
eng_test_track_c_00150,0,1,0,0,0
eng_test_track_c_00151,0,0,0,1,0
eng_test_track_c_00152,0,1,0,1,1
eng_test_track_c_00153,0,0,0,0,0
eng_test_track_c_00154,0,0,0,0,1
eng_test_track_c_00155,0,0,0,1,1
eng_test_track_c_00156,0,0,0,1,1
eng_test_track_c_00157,0,1,0,0,0
eng_test_track_c_00158,0,0,1,0,0
eng_test_track_c_00159,0,1,0,1,0
eng_test_track_c_00160,0,1,1,1,1
eng_test_track_c_00161,0,0,0,1,0
eng_test_track_c_00162,0,1,0,1,0
eng_test_track_c_00163,0,1,1,1,0
eng_test_track_c_00164,0,0,0,1,0
eng_test_track_c_00165,1,0,0,0,0
eng_test_track_c_00166,0,1,0,1,0
eng_test_track_c_00167,0,1,1,1,0
eng_test_track_c_00168,0,0,1,1,1
eng_test_track_c_00169,0,0,0,1,1
eng_test_track_c_00170,1,0,0,0,0
eng_test_track_c_00171,0,0,0,1,0
eng_test_track_c_00172,0,1,0,1,0
eng_test_track_c_00173,0,0,0,0,0
eng_test_track_c_00174,1,0,0,1,0
eng_test_track_c_00175,0,0,0,0,0
eng_test_track_c_00176,0,0,0,0,0
eng_test_track_c_00177,0,0,0,0,0
eng_test_track_c_00178,1,0,0,0,0
eng_test_track_c_00179,0,1,0,0,0
eng_test_track_c_00180,0,1,0,0,0
eng_test_track_c_00181,0,1,0,1,0
eng_test_track_c_00182,0,0,1,1,1
eng_test_track_c_00183,1,0,0,0,0
eng_test_track_c_00184,0,1,1,1,1
eng_test_track_c_00185,0,1,0,1,0
eng_test_track_c_00186,0,1,0,1,1
eng_test_track_c_00187,0,1,0,1,0
eng_test_track_c_00188,0,0,0,1,0
eng_test_track_c_00189,0,0,1,0,0
eng_test_track_c_00190,0,1,0,1,1
eng_test_track_c_00191,0,0,0,0,0
eng_test_track_c_00192,0,1,0,1,0
eng_test_track_c_00193,0,1,0,1,0
eng_test_track_c_00194,1,0,0,0,0
eng_test_track_c_00195,1,1,0,1,0
eng_test_track_c_00196,0,0,1,1,0
eng_test_track_c_00197,0,0,0,1,1
eng_test_track_c_00198,1,0,0,0,0
eng_test_track_c_00199,1,0,0,0,0
eng_test_track_c_00200,0,0,1,1,0
eng_test_track_c_00201,0,1,0,1,0
eng_test_track_c_00202,0,0,0,0,1
eng_test_track_c_00203,1,0,0,0,1
eng_test_track_c_00204,0,1,1,1,0
eng_test_track_c_00205,1,0,0,1,0
eng_test_track_c_00206,0,0,1,0,0
eng_test_track_c_00207,0,1,0,0,0
eng_test_track_c_00208,0,0,0,1,1
eng_test_track_c_00209,0,0,0,0,1
eng_test_track_c_00210,0,1,0,1,0
eng_test_track_c_00211,1,0,0,0,0
eng_test_track_c_00212,0,0,0,1,1
eng_test_track_c_00213,0,0,0,0,0
eng_test_track_c_00214,0,0,0,1,1
eng_test_track_c_00215,0,1,0,1,0
eng_test_track_c_00216,0,1,0,1,1
eng_test_track_c_00217,1,1,0,1,0
eng_test_track_c_00218,0,0,0,1,0
eng_test_track_c_00219,1,0,0,0,0
eng_test_track_c_00220,0,0,0,0,1
eng_test_track_c_00221,0,0,0,1,1
eng_test_track_c_00222,0,0,0,1,0
eng_test_track_c_00223,0,0,0,0,0
eng_test_track_c_00224,0,1,0,1,0
eng_test_track_c_00225,1,0,0,1,0
eng_test_track_c_00226,0,0,0,0,1
eng_test_track_c_00227,0,1,0,0,1
eng_test_track_c_00228,0,1,0,1,0
eng_test_track_c_00229,0,1,0,0,0
eng_test_track_c_00230,0,1,0,1,0
eng_test_track_c_00231,1,0,0,0,1
eng_test_track_c_00232,0,1,0,0,0
eng_test_track_c_00233,0,0,0,1,1
eng_test_track_c_00234,0,0,1,1,1
eng_test_track_c_00235,0,1,0,1,0
eng_test_track_c_00236,0,0,1,0,0
eng_test_track_c_00237,0,1,0,0,0
eng_test_track_c_00238,0,0,0,0,0
eng_test_track_c_00239,0,1,1,1,0
eng_test_track_c_00240,0,0,0,1,1
eng_test_track_c_00241,0,1,1,1,0
eng_test_track_c_00242,1,1,0,0,0
eng_test_track_c_00243,0,1,0,1,0
eng_test_track_c_00244,1,0,0,0,0
eng_test_track_c_00245,0,0,0,0,0
eng_test_track_c_00246,0,1,0,1,0
eng_test_track_c_00247,0,1,0,0,0
eng_test_track_c_00248,0,0,0,1,1
eng_test_track_c_00249,0,0,0,0,0
eng_test_track_c_00250,0,1,0,0,0
eng_test_track_c_00251,0,0,0,1,1
eng_test_track_c_00252,0,1,0,1,0
eng_test_track_c_00253,0,1,0,1,1
eng_test_track_c_00254,1,0,0,0,0
eng_test_track_c_00255,0,0,0,1,0
eng_test_track_c_00256,0,1,0,1,0
eng_test_track_c_00257,0,1,0,1,0
eng_test_track_c_00258,0,0,0,1,1
eng_test_track_c_00259,1,0,0,0,0
eng_test_track_c_00260,0,1,0,1,1
eng_test_track_c_00261,0,1,1,1,0
eng_test_track_c_00262,0,0,0,0,0
eng_test_track_c_00263,1,0,0,1,1
eng_test_track_c_00264,0,0,0,1,1
eng_test_track_c_00265,1,0,0,0,0
eng_test_track_c_00266,1,1,0,1,0
eng_test_track_c_00267,0,1,0,1,1
eng_test_track_c_00268,0,1,0,1,0
eng_test_track_c_00269,1,0,0,0,0
eng_test_track_c_00270,0,0,0,1,0
eng_test_track_c_00271,0,0,0,0,0
eng_test_track_c_00272,0,1,1,1,0
eng_test_track_c_00273,0,1,0,1,0
eng_test_track_c_00274,0,1,0,1,0
eng_test_track_c_00275,0,1,0,1,0
eng_test_track_c_00276,0,0,0,1,0
eng_test_track_c_00277,0,0,0,0,0
eng_test_track_c_00278,0,0,0,1,0
eng_test_track_c_00279,0,0,0,1,0
eng_test_track_c_00280,0,1,0,1,0
eng_test_track_c_00281,1,0,0,0,0
eng_test_track_c_00282,0,0,0,1,0
eng_test_track_c_00283,1,0,0,1,0
eng_test_track_c_00284,0,1,0,0,0
eng_test_track_c_00285,1,0,0,0,0
eng_test_track_c_00286,0,1,0,0,0
eng_test_track_c_00287,0,1,1,1,1
eng_test_track_c_00288,0,1,0,1,0
eng_test_track_c_00289,1,0,0,1,0
eng_test_track_c_00290,0,0,0,1,1
eng_test_track_c_00291,0,0,0,0,1
eng_test_track_c_00292,0,1,0,1,0
eng_test_track_c_00293,1,0,0,0,0
eng_test_track_c_00294,0,1,0,1,0
eng_test_track_c_00295,0,0,0,0,1
eng_test_track_c_00296,0,0,0,1,1
eng_test_track_c_00297,0,0,0,0,1
eng_test_track_c_00298,0,0,1,0,0
eng_test_track_c_00299,0,1,0,0,0
eng_test_track_c_00300,0,1,1,1,1
eng_test_track_c_00301,0,1,0,1,0
eng_test_track_c_00302,1,0,1,0,0
eng_test_track_c_00303,0,0,0,1,1
eng_test_track_c_00304,0,0,0,0,0
eng_test_track_c_00305,1,0,0,0,0
eng_test_track_c_00306,0,0,0,1,0
eng_test_track_c_00307,0,1,0,1,0
eng_test_track_c_00308,1,0,0,0,1
eng_test_track_c_00309,0,0,0,1,1
eng_test_track_c_00310,0,0,0,1,1
eng_test_track_c_00311,0,0,0,0,1
eng_test_track_c_00312,0,0,0,0,0
eng_test_track_c_00313,0,1,1,1,0
eng_test_track_c_00314,0,0,0,0,1
eng_test_track_c_00315,0,0,0,0,0
eng_test_track_c_00316,0,1,0,1,0
eng_test_track_c_00317,0,1,0,1,0
eng_test_track_c_00318,0,0,0,1,0
eng_test_track_c_00319,0,0,0,1,0
eng_test_track_c_00320,0,1,0,0,0
eng_test_track_c_00321,0,1,0,0,0
eng_test_track_c_00322,0,0,0,1,0
eng_test_track_c_00323,1,1,0,0,0
eng_test_track_c_00324,0,0,0,0,1
eng_test_track_c_00325,0,1,0,1,0
eng_test_track_c_00326,0,1,0,1,0
eng_test_track_c_00327,0,0,0,1,0
eng_test_track_c_00328,1,0,0,1,1
eng_test_track_c_00329,0,0,1,1,0
eng_test_track_c_00330,0,0,0,1,0
eng_test_track_c_00331,0,1,0,0,0
eng_test_track_c_00332,0,0,0,0,0
eng_test_track_c_00333,0,0,0,1,0
eng_test_track_c_00334,1,0,0,1,0
eng_test_track_c_00335,0,0,1,1,0
eng_test_track_c_00336,0,0,0,1,0
eng_test_track_c_00337,0,0,0,1,0
eng_test_track_c_00338,0,0,1,1,1
eng_test_track_c_00339,0,1,0,1,1
eng_test_track_c_00340,0,0,0,1,0
eng_test_track_c_00341,0,1,0,1,1
eng_test_track_c_00342,0,0,0,1,0
eng_test_track_c_00343,0,1,1,1,1
eng_test_track_c_00344,0,0,0,1,0
eng_test_track_c_00345,0,1,0,1,0
eng_test_track_c_00346,0,1,0,1,0
eng_test_track_c_00347,0,1,0,1,0
eng_test_track_c_00348,1,0,0,0,1
eng_test_track_c_00349,0,0,1,0,1
eng_test_track_c_00350,0,0,0,0,0
eng_test_track_c_00351,0,0,0,1,1
eng_test_track_c_00352,0,1,0,1,0
eng_test_track_c_00353,1,0,0,0,0
eng_test_track_c_00354,1,0,0,0,0
eng_test_track_c_00355,0,0,0,1,1
eng_test_track_c_00356,0,1,0,1,0
eng_test_track_c_00357,1,0,0,0,0
eng_test_track_c_00358,1,0,0,0,0
eng_test_track_c_00359,0,0,0,1,0
eng_test_track_c_00360,0,0,0,0,1
eng_test_track_c_00361,0,0,0,1,1
eng_test_track_c_00362,1,0,0,0,0
eng_test_track_c_00363,0,1,0,1,0
eng_test_track_c_00364,1,0,0,0,0
eng_test_track_c_00365,0,1,0,1,0
eng_test_track_c_00366,0,0,1,0,0
eng_test_track_c_00367,1,0,0,0,0
eng_test_track_c_00368,0,0,1,1,0
eng_test_track_c_00369,1,0,0,0,0
eng_test_track_c_00370,0,1,1,1,1
eng_test_track_c_00371,1,0,0,0,0
eng_test_track_c_00372,0,1,0,1,0
eng_test_track_c_00373,1,0,0,0,0
eng_test_track_c_00374,0,1,0,1,0
eng_test_track_c_00375,0,0,0,0,0
eng_test_track_c_00376,0,0,0,0,0
eng_test_track_c_00377,0,1,0,1,0
eng_test_track_c_00378,0,0,1,0,0
eng_test_track_c_00379,0,1,1,1,1
eng_test_track_c_00380,0,1,1,1,0
eng_test_track_c_00381,0,1,1,1,0
eng_test_track_c_00382,0,0,0,1,0
eng_test_track_c_00383,0,1,0,1,1
eng_test_track_c_00384,0,0,0,0,0
eng_test_track_c_00385,0,0,0,1,1
eng_test_track_c_00386,0,1,0,1,0
eng_test_track_c_00387,0,1,1,1,1
eng_test_track_c_00388,0,0,1,1,0
eng_test_track_c_00389,0,0,0,1,1
eng_test_track_c_00390,0,1,0,1,0
eng_test_track_c_00391,0,0,0,0,0
eng_test_track_c_00392,0,0,0,0,0
eng_test_track_c_00393,0,1,0,1,1
eng_test_track_c_00394,0,0,0,1,1
eng_test_track_c_00395,1,0,0,0,1
eng_test_track_c_00396,0,0,0,1,0
eng_test_track_c_00397,0,0,0,1,1
eng_test_track_c_00398,0,1,0,1,0
eng_test_track_c_00399,1,0,0,0,0
eng_test_track_c_00400,1,0,0,1,1
eng_test_track_c_00401,0,0,0,1,0
eng_test_track_c_00402,0,1,0,1,0
eng_test_track_c_00403,1,0,0,1,0
eng_test_track_c_00404,1,0,0,0,0
eng_test_track_c_00405,0,0,0,0,0
eng_test_track_c_00406,0,0,0,0,1
eng_test_track_c_00407,0,1,0,1,1
eng_test_track_c_00408,1,0,0,1,0
eng_test_track_c_00409,1,0,0,0,0
eng_test_track_c_00410,0,0,0,0,0
eng_test_track_c_00411,0,1,0,1,1
eng_test_track_c_00412,0,0,0,0,0
eng_test_track_c_00413,1,1,0,1,0
eng_test_track_c_00414,0,0,0,0,1
eng_test_track_c_00415,0,1,0,0,0
eng_test_track_c_00416,1,0,0,0,1
eng_test_track_c_00417,0,0,0,1,1
eng_test_track_c_00418,1,0,0,1,1
eng_test_track_c_00419,0,0,0,1,0
eng_test_track_c_00420,1,0,0,0,0
eng_test_track_c_00421,0,0,0,0,0
eng_test_track_c_00422,0,0,0,1,1
eng_test_track_c_00423,0,1,0,1,0
eng_test_track_c_00424,0,1,0,0,0
eng_test_track_c_00425,1,0,0,0,0
eng_test_track_c_00426,0,0,0,0,1
eng_test_track_c_00427,0,1,0,1,1
eng_test_track_c_00428,1,0,0,0,0
eng_test_track_c_00429,1,0,0,0,0
eng_test_track_c_00430,0,1,0,1,0
eng_test_track_c_00431,0,0,0,1,1
eng_test_track_c_00432,1,0,0,0,1
eng_test_track_c_00433,0,1,1,1,0
eng_test_track_c_00434,1,0,0,0,0
eng_test_track_c_00435,0,0,0,1,1
eng_test_track_c_00436,0,0,0,1,0
eng_test_track_c_00437,0,0,1,0,0
eng_test_track_c_00438,0,0,0,0,1
eng_test_track_c_00439,0,1,0,1,0
eng_test_track_c_00440,1,0,0,1,0
eng_test_track_c_00441,0,1,0,1,0
eng_test_track_c_00442,1,0,0,0,0
eng_test_track_c_00443,0,1,1,1,0
eng_test_track_c_00444,0,1,1,1,0
eng_test_track_c_00445,1,0,0,0,0
eng_test_track_c_00446,1,0,0,0,0
eng_test_track_c_00447,1,0,0,0,0
eng_test_track_c_00448,0,0,0,0,0
eng_test_track_c_00449,0,0,1,1,1
eng_test_track_c_00450,0,0,0,0,1
eng_test_track_c_00451,1,0,0,0,0
eng_test_track_c_00452,0,0,0,1,1
eng_test_track_c_00453,0,1,0,1,0
eng_test_track_c_00454,0,0,0,0,0
eng_test_track_c_00455,0,1,1,1,0
eng_test_track_c_00456,1,0,0,0,1
eng_test_track_c_00457,0,0,0,1,0
eng_test_track_c_00458,0,1,0,1,1
eng_test_track_c_00459,0,0,0,1,1
eng_test_track_c_00460,0,0,0,1,1
eng_test_track_c_00461,1,0,0,0,0
eng_test_track_c_00462,1,0,0,0,1
eng_test_track_c_00463,0,0,0,0,1
eng_test_track_c_00464,1,0,0,0,0
eng_test_track_c_00465,0,0,0,0,1
eng_test_track_c_00466,0,0,0,1,1
eng_test_track_c_00467,0,0,0,1,1
eng_test_track_c_00468,0,0,0,1,0
eng_test_track_c_00469,1,0,0,0,0
eng_test_track_c_00470,1,0,0,1,0
eng_test_track_c_00471,0,1,0,1,1
eng_test_track_c_00472,1,0,0,0,0
eng_test_track_c_00473,1,0,0,1,1
eng_test_track_c_00474,0,0,0,1,1
eng_test_track_c_00475,0,0,0,0,0
eng_test_track_c_00476,0,0,0,1,1
eng_test_track_c_00477,1,0,0,0,0
eng_test_track_c_00478,0,1,0,1,0
eng_test_track_c_00479,0,1,0,0,0
eng_test_track_c_00480,0,1,1,1,0
eng_test_track_c_00481,0,1,0,1,0
eng_test_track_c_00482,1,0,0,0,1
eng_test_track_c_00483,1,0,0,0,1
eng_test_track_c_00484,0,0,0,1,1
eng_test_track_c_00485,1,0,0,0,0
eng_test_track_c_00486,0,0,0,1,0
eng_test_track_c_00487,1,0,0,0,0
eng_test_track_c_00488,0,0,1,0,0
eng_test_track_c_00489,0,1,0,1,0
eng_test_track_c_00490,0,0,0,1,1
eng_test_track_c_00491,0,0,0,1,1
eng_test_track_c_00492,1,0,0,0,0
eng_test_track_c_00493,0,0,0,1,1
eng_test_track_c_00494,0,1,0,0,0
eng_test_track_c_00495,0,0,0,1,1
eng_test_track_c_00496,0,1,0,1,0
eng_test_track_c_00497,0,0,0,1,0
eng_test_track_c_00498,0,0,0,0,1
eng_test_track_c_00499,0,1,0,0,0
eng_test_track_c_00500,0,1,0,1,0
eng_test_track_c_00501,0,1,0,1,0
eng_test_track_c_00502,1,0,0,0,0
eng_test_track_c_00503,0,0,0,1,1
eng_test_track_c_00504,0,0,0,0,1
eng_test_track_c_00505,1,0,0,0,0
eng_test_track_c_00506,0,0,0,1,1
eng_test_track_c_00507,0,0,0,1,0
eng_test_track_c_00508,0,1,0,1,0
eng_test_track_c_00509,0,1,0,1,0
eng_test_track_c_00510,0,0,0,0,0
eng_test_track_c_00511,0,0,0,1,0
eng_test_track_c_00512,0,1,0,1,0
eng_test_track_c_00513,0,1,0,1,0
eng_test_track_c_00514,0,0,0,0,0
eng_test_track_c_00515,0,0,0,0,0
eng_test_track_c_00516,1,0,0,0,0
eng_test_track_c_00517,0,0,1,1,1
eng_test_track_c_00518,0,0,0,0,1
eng_test_track_c_00519,0,0,0,1,0
eng_test_track_c_00520,0,0,0,1,1
eng_test_track_c_00521,0,1,0,1,0
eng_test_track_c_00522,0,0,0,1,1
eng_test_track_c_00523,0,0,1,0,0
eng_test_track_c_00524,0,0,1,0,1
eng_test_track_c_00525,1,0,0,0,0
eng_test_track_c_00526,0,0,0,1,0
eng_test_track_c_00527,0,1,0,1,0
eng_test_track_c_00528,0,0,0,1,0
eng_test_track_c_00529,0,0,0,1,0
eng_test_track_c_00530,1,0,1,0,1
eng_test_track_c_00531,0,1,0,1,0
eng_test_track_c_00532,1,0,0,0,0
eng_test_track_c_00533,0,0,0,0,0
eng_test_track_c_00534,0,0,0,1,0
eng_test_track_c_00535,1,0,0,0,0
eng_test_track_c_00536,0,0,0,0,0
eng_test_track_c_00537,0,0,0,1,1
eng_test_track_c_00538,0,1,0,1,0
eng_test_track_c_00539,0,0,0,1,0
eng_test_track_c_00540,1,0,0,1,0
eng_test_track_c_00541,0,1,0,1,1
eng_test_track_c_00542,0,0,0,1,0
eng_test_track_c_00543,0,1,0,1,0
eng_test_track_c_00544,0,0,0,1,0
eng_test_track_c_00545,0,0,0,1,0
eng_test_track_c_00546,1,0,0,0,0
eng_test_track_c_00547,1,0,0,0,0
eng_test_track_c_00548,0,0,0,1,0
eng_test_track_c_00549,0,0,0,0,0
eng_test_track_c_00550,1,0,0,0,1
eng_test_track_c_00551,0,1,0,1,0
eng_test_track_c_00552,0,0,0,0,0
eng_test_track_c_00553,1,0,0,0,0
eng_test_track_c_00554,0,0,0,1,1
eng_test_track_c_00555,0,1,0,0,1
eng_test_track_c_00556,0,0,0,1,1
eng_test_track_c_00557,0,1,1,1,0
eng_test_track_c_00558,0,0,0,0,0
eng_test_track_c_00559,0,1,0,1,0
eng_test_track_c_00560,0,0,0,1,0
eng_test_track_c_00561,1,0,0,0,0
eng_test_track_c_00562,0,1,0,1,1
eng_test_track_c_00563,1,0,0,0,0
eng_test_track_c_00564,0,1,0,1,1
eng_test_track_c_00565,0,1,0,1,0
eng_test_track_c_00566,0,0,0,1,0
eng_test_track_c_00567,1,0,0,0,1
eng_test_track_c_00568,0,1,0,1,0
eng_test_track_c_00569,0,0,0,1,0
eng_test_track_c_00570,0,0,0,1,1
eng_test_track_c_00571,1,0,0,0,0
eng_test_track_c_00572,0,0,0,0,0
eng_test_track_c_00573,0,0,0,1,0
eng_test_track_c_00574,0,1,0,1,0
eng_test_track_c_00575,0,0,0,0,0
eng_test_track_c_00576,0,1,0,1,0
eng_test_track_c_00577,0,1,0,0,0
eng_test_track_c_00578,1,0,0,0,0
eng_test_track_c_00579,0,0,0,0,1
eng_test_track_c_00580,0,0,0,1,0
eng_test_track_c_00581,1,0,0,0,0
eng_test_track_c_00582,0,0,0,1,1
eng_test_track_c_00583,0,0,0,1,0
eng_test_track_c_00584,0,1,1,1,0
eng_test_track_c_00585,0,1,1,0,1
eng_test_track_c_00586,0,0,0,1,0
eng_test_track_c_00587,0,1,1,1,0
eng_test_track_c_00588,1,0,0,0,0
eng_test_track_c_00589,0,0,0,1,0
eng_test_track_c_00590,0,1,0,1,1
eng_test_track_c_00591,0,0,0,1,1
eng_test_track_c_00592,0,1,0,1,0
eng_test_track_c_00593,1,0,0,0,0
eng_test_track_c_00594,0,1,0,1,0
eng_test_track_c_00595,1,0,0,0,0
eng_test_track_c_00596,0,1,0,1,0
eng_test_track_c_00597,0,0,0,1,1
eng_test_track_c_00598,0,0,0,1,1
eng_test_track_c_00599,0,1,0,0,0
eng_test_track_c_00600,0,1,0,1,1
eng_test_track_c_00601,0,0,0,1,1
eng_test_track_c_00602,0,0,0,0,0
eng_test_track_c_00603,0,0,0,1,0
eng_test_track_c_00604,0,1,0,1,0
eng_test_track_c_00605,0,0,0,1,0
eng_test_track_c_00606,0,0,0,1,1
eng_test_track_c_00607,0,0,0,1,1
eng_test_track_c_00608,1,0,0,0,0
eng_test_track_c_00609,1,0,0,0,0
eng_test_track_c_00610,0,1,0,1,1
eng_test_track_c_00611,0,1,0,1,0
eng_test_track_c_00612,0,1,1,1,0
eng_test_track_c_00613,0,0,0,1,1
eng_test_track_c_00614,0,1,0,0,0
eng_test_track_c_00615,0,0,0,0,0
eng_test_track_c_00616,0,0,0,0,0
eng_test_track_c_00617,1,0,0,0,1
eng_test_track_c_00618,0,0,1,0,0
eng_test_track_c_00619,0,0,0,1,0
eng_test_track_c_00620,1,0,0,0,0
eng_test_track_c_00621,0,0,0,1,0
eng_test_track_c_00622,1,0,0,1,1
eng_test_track_c_00623,0,1,0,0,0
eng_test_track_c_00624,0,0,1,0,0
eng_test_track_c_00625,0,0,0,0,0
eng_test_track_c_00626,1,0,0,0,0
eng_test_track_c_00627,0,0,1,1,1
eng_test_track_c_00628,0,0,0,1,0
eng_test_track_c_00629,0,0,0,1,1
eng_test_track_c_00630,0,0,0,1,0
eng_test_track_c_00631,1,0,0,0,0
